fichier	dossier	loc	utt	token	age	annee	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-long-metaok/lucie2_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	392	5;03.17	5	1	0	0	0	7	19	0	0	2	0	1	5	2	0	2	1	1	0	
../tcof/chi-long-metaok/lucie3_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	378	5;04.24	5	0	0	0	0	1	25	1	0	2	1	0	6	0	0	1	1	0	0	
../tcof/chi-long-metaok/lucie4_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	410	5;04.24	5	0	0	0	0	2	22	0	0	3	0	1	7	1	0	2	0	0	0	
../tcof/chi-long-metaok/lucie5_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	447	5;05.30	5	1	0	0	7	1	45	8	0	6	0	3	2	0	0	4	4	0	0	
../tcof/chi-long-metaok/lucie6_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	447	5;07.05	5	0	1	0	1	1	29	4	0	3	0	4	2	1	0	9	0	0	0	
../tcof/chi-long-metaok/lucie7_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	431	5;07.05	5	0	1	0	1	4	27	5	0	5	0	4	2	1	0	7	1	0	0	
../tcof/chi-long-metaok/lucie8_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	8	398	5;08.11	5	0	3	0	2	1	28	0	0	5	0	0	3	0	0	8	1	0	0	
../tcof/chi-long-metaok/lucille1_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	655	5;	5	0	0	0	8	9	40	6	0	10	0	1	7	4	0	7	2	0	0	
../tcof/chi-long-metaok/lucille2_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	374	5;04.24	5	1	0	0	2	0	24	2	0	8	2	0	3	0	0	4	1	0	0	
../tcof/chi-long-metaok/lucille3_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	623	5;05.30	5	0	1	0	7	5	50	6	0	6	2	2	3	1	0	2	0	1	0	
../tcof/chi-long-metaok/maelle1_rou.tei_corpo2_tto.cha 	 LONG 	 CHI 	11	516	5;05.30	5	4	0	0	9	5	47	0	0	3	0	0	3	3	0	2	0	0	0	
../tcof/chi-long-metaok/maelle2_rou.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	759	5;09.17	5	3	2	0	7	8	67	3	0	4	3	1	7	1	0	7	1	0	0	
../tcof/chi-long-metaok/maelle3_rou.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	505	5;10.23	5	1	2	0	13	5	38	0	0	3	1	0	3	1	0	1	1	0	0	
../tcof/chi-long-metaok/marie1_gue.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	296	4;09.17	4	0	0	0	7	4	23	4	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/marie2_gue.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	691	5;	5	2	1	0	3	6	38	3	0	2	0	3	5	2	0	6	0	0	0	
../tcof/chi-long-metaok/marie3_gue.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	623	5;02.12	5	0	1	0	12	2	41	1	0	3	0	5	4	3	0	3	0	2	0	
../tcof/chi-long-metaok/sarah10_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	379	5;03.17	5	0	0	0	1	6	36	0	0	2	4	1	6	9	0	2	0	0	0	
../tcof/chi-long-metaok/sarah11_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	272	5;07.05	5	0	0	0	3	1	29	0	0	3	2	3	0	2	0	4	3	0	0	
../tcof/chi-long-metaok/sarah12_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	260	5;07.05	5	0	0	0	0	5	21	0	0	0	2	0	4	2	0	1	0	0	0	
../tcof/chi-long-metaok/sarah1_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	144	4;08.11	4	1	0	0	0	0	5	0	0	5	0	0	2	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah2_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	152	4;09.17	4	1	0	0	1	1	11	0	0	3	1	1	3	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah3_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	187	4;10.23	4	0	0	0	1	0	13	0	0	6	0	1	5	1	0	2	1	0	0	
../tcof/chi-long-metaok/sarah4_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	188	4;10.23	4	0	0	0	2	0	11	0	0	2	2	1	4	2	0	3	2	0	0	
../tcof/chi-long-metaok/sarah5_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	252	5;	5	0	1	0	2	7	18	0	0	1	0	0	0	0	0	1	0	0	0	
../tcof/chi-long-metaok/sarah6_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	352	5;	5	1	0	0	4	10	30	0	0	1	1	1	3	0	0	3	1	1	0	
../tcof/chi-long-metaok/sarah7_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	441	5;01.05	5	1	1	0	1	7	35	0	0	3	1	0	4	1	0	4	1	1	0	
../tcof/chi-long-metaok/sarah8_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	15	387	5;02.12	5	1	0	0	4	6	26	0	0	3	0	0	3	0	0	3	0	0	0	
../tcof/chi-long-metaok/sarah9_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	190	5;02.12	5	0	0	0	2	0	25	1	0	1	1	1	0	1	0	0	1	0	0	
../tcof/chi-long-metaok/valentine1_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	270	5;04.24	5	2	0	0	0	1	21	0	0	2	1	1	2	1	0	1	1	0	0	
../tcof/chi-long-metaok/valentine2_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	307	5;05.30	5	2	0	0	0	3	17	0	0	2	0	1	5	1	0	1	0	0	0	
../tcof/chi-long-metaok/valentine3_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	264	5;05.30	5	2	1	0	0	1	15	0	0	4	0	1	5	0	0	1	0	0	0	
../tcof/chi-long-metaok/valentine4_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	330	5;05.30	5	1	0	0	2	3	13	0	0	4	1	0	1	0	0	3	0	0	0	
../tcof/chi-long-metaok/valentine5_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	482	5;05.30	5	1	0	0	5	6	43	1	0	3	1	0	4	1	0	4	1	0	0	
../tcof/chi-long-metaok/valentine6_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	286	5;05.30	5	0	0	0	2	5	21	0	0	3	2	0	2	0	0	1	0	0	0	
../tcof/chi-long-metaok/vincent10_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	129	4;02.12	4	1	0	0	0	1	5	0	0	0	0	0	1	0	0	1	0	0	0	
../tcof/chi-long-metaok/vincent11_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	10	206	4;03.17	4	0	0	0	0	0	12	2	0	2	0	2	2	3	0	2	0	0	0	
../tcof/chi-long-metaok/vincent12_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	115	4;03.17	4	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	1	0	
../tcof/chi-long-metaok/vincent13_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	174	4;03.17	4	0	0	0	0	0	16	0	0	0	1	0	4	1	0	3	0	0	0	
../tcof/chi-long-metaok/vincent14_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	131	4;03.17	4	0	0	0	0	0	5	0	0	1	0	0	1	1	0	1	0	0	0	
../tcof/chi-long-metaok/vincent15_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	209	4;03.17	4	0	3	0	0	0	22	0	0	1	0	1	3	1	0	0	0	0	0	
../tcof/chi-long-metaok/vincent16_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	67	4;03.17	4	0	0	0	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	
../tcof/chi-long-metaok/vincent17_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	212	4;04.24	4	0	1	0	1	0	17	0	0	1	1	1	2	0	0	2	1	0	0	
../tcof/chi-long-metaok/vincent18_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	274	4;04.24	4	0	1	0	0	1	35	0	0	1	2	0	8	2	0	0	0	0	0	
../tcof/chi-long-metaok/vincent19_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	200	4;05.30	4	0	0	0	0	0	19	0	0	0	4	4	7	0	0	1	0	0	0	
../tcof/chi-long-metaok/vincent1_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	186	3;10.23	3	0	0	0	0	0	13	0	0	1	1	6	3	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent20_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	8	455	4;08.11	4	0	0	0	12	2	41	1	0	2	0	0	4	4	0	3	0	0	0	
../tcof/chi-long-metaok/vincent21_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	244	4;09.17	4	0	0	0	0	0	26	0	0	0	0	3	3	3	0	1	0	0	0	
../tcof/chi-long-metaok/vincent22_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	302	4;09.17	4	0	1	0	3	3	25	0	0	3	1	2	0	2	0	0	0	0	0	
../tcof/chi-long-metaok/vincent2_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	205	3;10.23	3	0	1	0	0	0	9	0	0	1	1	5	5	2	0	0	0	0	0	
../tcof/chi-long-metaok/vincent3_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	253	4;	4	0	1	0	6	0	26	0	0	0	6	7	3	0	0	4	0	0	0	
../tcof/chi-long-metaok/vincent4_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	302	4;	4	0	1	0	1	1	26	0	0	1	1	6	3	1	0	4	0	1	0	
../tcof/chi-long-metaok/vincent5_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	139	4;01.05	4	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent6_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	117	4;01.05	4	0	0	0	0	0	6	0	0	2	0	1	0	1	0	0	0	0	0	
../tcof/chi-long-metaok/vincent7_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	91	4;01.05	4	0	0	0	0	1	9	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent8_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	12	244	4;01.05	4	0	3	0	0	1	19	1	0	0	2	1	4	3	0	4	0	0	0	
../tcof/chi-long-metaok/vincent9_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	10	143	4;01.05	4	0	0	0	0	0	15	0	0	0	0	0	2	1	0	1	0	0	0	
../tcof/chi-long-metaok/adrien1_bia.tei_corpo2_tto.cha 	 LONG 	 ADU 	63	579	20;	20	1	4	0	3	4	46	4	0	1	1	0	3	10	0	7	1	0	0	
../tcof/chi-long-metaok/adrien2_bia.tei_corpo2_tto.cha 	 LONG 	 ADU 	35	651	20;	20	0	2	0	3	6	51	4	0	3	2	2	8	4	0	8	4	0	0	
../tcof/chi-long-metaok/adrien3_bia.tei_corpo2_tto.cha 	 LONG 	 ADU 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/Akoub15_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	35	1218	29;	29	3	5	0	0	15	57	7	0	23	4	1	11	6	0	11	2	1	0	
../tcof/chi-long-metaok/Akoub16_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	16	975	29;	29	13	0	0	5	16	56	2	0	9	2	11	10	9	0	24	7	0	0	
../tcof/chi-long-metaok/Alhem1_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	14	642	29;	29	0	1	0	0	6	30	2	0	9	3	3	14	2	0	1	3	0	0	
../tcof/chi-long-metaok/Alhem2_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	8	613	29;	29	0	0	0	1	1	24	1	0	9	1	1	14	0	0	5	0	0	0	
../tcof/chi-long-metaok/Alhem3_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	7	720	29;	29	1	3	0	1	13	42	1	0	9	3	1	15	6	0	6	2	0	0	
../tcof/chi-long-metaok/Alhem4_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	7	710	29;	29	3	2	0	2	2	27	3	0	13	0	2	13	2	0	2	0	0	0	
../tcof/chi-long-metaok/Cassandra11_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	28	739	30;	30	3	2	0	1	23	28	0	0	4	0	1	5	9	0	10	3	2	0	
../tcof/chi-long-metaok/Cassandra12_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	29	1208	30;	30	3	3	0	3	13	80	1	0	22	4	1	6	7	0	23	3	0	0	
../tcof/chi-long-metaok/celia10_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	12	291	26;	26	0	1	0	1	11	14	0	0	2	1	2	2	4	0	1	0	1	0	
../tcof/chi-long-metaok/celia11_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	3	254	26;	26	0	1	0	1	5	13	0	0	1	1	1	7	0	0	1	0	1	0	
../tcof/chi-long-metaok/celia12_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	3	213	26;	26	0	0	0	5	3	16	0	0	0	0	0	4	3	0	0	1	0	0	
../tcof/chi-long-metaok/celia1_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	25	770	26;	26	3	0	0	0	7	39	0	0	4	0	9	8	4	0	5	0	0	0	
../tcof/chi-long-metaok/celia1_gav.tei_corpo2_tto.cha 	 LONG 	 ADU 	23	991	20;	20	0	2	0	0	12	75	1	0	8	2	1	7	6	0	9	3	2	0	
../tcof/chi-long-metaok/celia2_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	15	403	26;	26	1	0	0	0	1	18	1	0	3	0	4	7	1	0	2	1	0	0	
../tcof/chi-long-metaok/celia2_gav.tei_corpo2_tto.cha 	 LONG 	 ADU 	9	843	20;	20	5	3	0	4	15	61	0	0	9	6	4	2	11	0	10	1	0	0	
../tcof/chi-long-metaok/celia3_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	5	209	26;	26	1	0	0	0	3	19	0	0	0	0	1	2	2	0	2	0	0	0	
../tcof/chi-long-metaok/celia3_gav.tei_corpo2_tto.cha 	 LONG 	 ADU 	7	664	20;	20	0	1	0	0	2	58	0	0	4	2	0	5	0	0	3	9	0	0	
../tcof/chi-long-metaok/celia4_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	5	433	26;	26	0	0	0	1	2	25	2	0	3	0	7	2	2	0	4	1	0	0	
../tcof/chi-long-metaok/celia5_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	11	522	40;02.12	40	0	0	0	1	5	32	0	0	3	0	0	6	2	0	5	1	0	0	
../tcof/chi-long-metaok/celia6_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	3	324	26;	26	1	0	0	0	2	10	0	0	6	0	1	4	2	0	0	2	0	0	
../tcof/chi-long-metaok/celia7_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	14	426	40;02.12	40	0	1	0	0	3	22	0	0	6	0	1	7	1	0	4	1	0	0	
../tcof/chi-long-metaok/celia8_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	13	434	40;02.12	40	2	1	0	3	10	32	3	0	4	1	2	0	6	0	2	2	0	0	
../tcof/chi-long-metaok/celia9_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	5	145	26;	26	0	0	0	0	1	6	1	0	0	0	1	4	1	0	0	2	0	0	
../tcof/chi-long-metaok/fanny1_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	64	588	20;	20	1	1	0	4	7	28	2	0	0	3	1	2	6	0	2	1	0	0	
../tcof/chi-long-metaok/fanny2_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	38	460	20;	20	0	3	0	1	8	32	4	0	0	0	0	2	5	0	4	0	4	0	
../tcof/chi-long-metaok/fanny3_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	53	644	20;	20	0	2	0	2	12	70	0	0	1	0	0	2	7	0	9	1	0	0	
../tcof/chi-long-metaok/Ferdinand3_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	8	644	31;	31	0	0	0	5	3	21	0	0	6	0	2	5	1	0	10	1	0	0	
../tcof/chi-long-metaok/Ferdinand4_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 ADU 	9	737	31;	31	2	1	0	2	6	35	1	0	7	1	4	8	5	0	15	3	1	0	
../tcof/chi-long-metaok/gaelle1_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	57	619	25;	25	5	3	0	0	7	49	0	0	2	1	5	3	4	0	4	1	0	0	
../tcof/chi-long-metaok/gaelle2_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	85	853	25;	25	1	1	0	0	13	61	1	0	4	0	9	7	4	0	9	3	0	0	
../tcof/chi-long-metaok/gaelle3_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	60	781	25;	25	3	1	0	0	10	52	0	0	2	0	6	6	2	0	3	0	0	0	
../tcof/chi-long-metaok/gaelle4_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	48	486	25;	25	0	1	0	0	12	36	1	0	1	0	3	4	5	0	2	0	0	0	
../tcof/chi-long-metaok/gaelle5_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	33	384	25;	25	0	1	0	0	2	40	0	0	0	0	3	5	1	0	5	2	0	0	
../tcof/chi-long-metaok/gaelle6_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	47	711	25;	25	2	2	0	0	12	52	0	0	3	0	2	8	2	0	11	2	1	0	
../tcof/chi-long-metaok/garance1_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	63	779	25;	25	3	0	0	1	5	87	1	0	4	0	6	7	2	0	5	0	0	0	
../tcof/chi-long-metaok/garance2_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	19	354	25;	25	2	0	0	0	1	23	0	0	1	0	3	4	0	0	5	0	0	0	
../tcof/chi-long-metaok/garance3_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	41	777	25;	25	1	1	0	5	6	75	0	0	2	6	18	19	1	0	3	0	1	0	
../tcof/chi-long-metaok/garance4_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	34	564	25;	25	0	0	0	0	6	50	1	0	3	1	7	11	0	0	5	0	0	0	
../tcof/chi-long-metaok/garance5_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	27	425	25;	25	1	0	0	1	6	40	1	0	5	2	12	9	0	0	2	0	0	0	
../tcof/chi-long-metaok/garance6_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	30	619	25;	25	0	0	0	0	8	45	0	0	2	0	1	8	3	0	6	2	0	0	
../tcof/chi-long-metaok/hector1_aub.tei_corpo2_tto.cha 	 LONG 	 ADU 	6	482	20;	20	1	1	0	7	8	18	2	0	3	0	1	4	6	0	1	1	1	0	
../tcof/chi-long-metaok/hector2_aub.tei_corpo2_tto.cha 	 LONG 	 ADU 	12	398	20;	20	0	1	0	5	16	19	0	0	2	0	0	6	6	0	4	4	0	0	
../tcof/chi-long-metaok/hector3_aub.tei_corpo2_tto.cha 	 LONG 	 ADU 	12	321	20;	20	0	2	0	1	9	18	1	0	2	0	1	1	4	0	4	0	0	0	
../tcof/chi-long-metaok/hugo1_bar.tei_corpo2_tto.cha 	 LONG 	 ADU 	94	2321	20;	20	9	14	0	27	34	180	10	0	14	11	13	18	19	0	57	8	1	0	
../tcof/chi-long-metaok/hugo1_gre.tei_corpo2_tto.cha 	 LONG 	 ADU 	38	369	20;	20	
../tcof/chi-long-metaok/hugo2_bar.tei_corpo2_tto.cha 	 LONG 	 ADU 	110	2972	20;	20	8	8	0	8	98	216	15	0	18	14	13	32	56	0	35	5	6	0	
../tcof/chi-long-metaok/hugo2_gre.tei_corpo2_tto.cha 	 LONG 	 ADU 	34	763	20;	20	0	1	0	1	19	47	1	0	10	0	1	6	13	0	2	0	0	0	
../tcof/chi-long-metaok/hugo3_bar.tei_corpo2_tto.cha 	 LONG 	 ADU 	64	2878	20;	20	6	19	0	24	58	253	18	0	25	10	22	22	32	0	30	8	11	0	
../tcof/chi-long-metaok/hugo3_gre.tei_corpo2_tto.cha 	 LONG 	 ADU 	84	2253	20;	20	5	1	0	9	20	142	3	0	25	13	9	18	16	0	23	0	1	0	
../tcof/chi-long-metaok/india1_bru.tei_corpo2_tto.cha 	 LONG 	 ADU 	46	333	40;02.12	40	1	1	0	0	3	25	3	0	3	0	0	1	5	0	1	0	0	0	
../tcof/chi-long-metaok/india2_bru.tei_corpo2_tto.cha 	 LONG 	 ADU 	36	380	40;02.12	40	1	1	0	4	1	15	1	0	3	0	1	3	3	0	2	0	0	0	
../tcof/chi-long-metaok/india3_bru.tei_corpo2_tto.cha 	 LONG 	 ADU 	30	431	40;02.12	40	0	2	0	1	10	37	6	0	2	0	5	1	3	0	1	1	0	0	
../tcof/chi-long-metaok/lionel1_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	18	389	22;	22	1	0	0	6	4	35	2	0	0	0	2	4	4	0	4	0	0	0	
../tcof/chi-long-metaok/lionel2_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	11	211	22;	22	0	0	0	0	1	14	0	0	3	1	4	6	1	0	4	0	0	0	
../tcof/chi-long-metaok/lionel3_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	10	246	22;	22	0	0	0	2	2	24	0	0	2	2	7	9	1	0	2	1	1	0	
../tcof/chi-long-metaok/lionel4_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	45	1347	22;	22	0	2	0	20	6	78	4	0	14	2	10	14	9	0	13	1	1	0	
../tcof/chi-long-metaok/lionel5_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	6	249	22;	22	1	0	0	2	2	10	0	0	2	1	2	4	1	0	2	0	0	0	
../tcof/chi-long-metaok/lionel6_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	77	2934	23;	23	14	5	0	14	30	216	21	0	19	3	8	17	20	0	22	3	9	0	
../tcof/chi-long-metaok/lionel7_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	18	1055	23;	23	0	2	0	0	31	65	2	0	9	8	0	14	8	0	5	3	1	0	
../tcof/chi-long-metaok/lionel8_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	28	1458	23;	23	3	3	0	5	11	108	11	0	17	2	8	7	2	0	18	4	0	0	
../tcof/chi-long-metaok/lionel9_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	32	1067	23;	23	3	0	0	2	7	87	3	0	6	1	1	11	4	0	4	2	1	0	
../tcof/chi-long-metaok/louise1_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	41	566	25;	25	6	0	0	1	3	43	0	0	3	1	5	4	1	0	5	0	0	0	
../tcof/chi-long-metaok/louise2_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	41	522	25;	25	3	0	0	0	3	38	1	0	2	1	5	5	3	0	6	0	0	0	
../tcof/chi-long-metaok/louise3_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	24	490	25;	25	1	0	0	0	6	31	0	0	2	0	5	5	5	0	4	0	0	0	
../tcof/chi-long-metaok/louise4_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	38	449	25;	25	0	0	0	3	13	36	0	0	2	0	3	1	1	0	7	3	0	0	
../tcof/chi-long-metaok/louise5_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	33	354	25;	25	1	0	0	0	7	22	0	0	1	0	6	2	2	0	3	1	0	0	
../tcof/chi-long-metaok/louise6_sow.tei_corpo2_tto.cha 	 LONG 	 ADU 	33	687	25;	25	1	0	0	0	8	44	1	0	3	0	2	9	6	0	12	3	0	0	
../tcof/chi-long-metaok/lucie1_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	4	117	26;	26	0	0	0	0	0	5	0	0	0	0	0	2	1	0	1	0	0	0	
../tcof/chi-long-metaok/lucie2_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	3	263	26;	26	0	0	0	1	5	13	0	0	1	0	1	1	3	0	1	0	0	0	
../tcof/chi-long-metaok/lucie3_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	0	83	26;	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
../tcof/chi-long-metaok/lucie4_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	0	354	26;	26	0	0	0	0	3	23	0	0	5	0	0	2	3	0	1	2	1	0	
../tcof/chi-long-metaok/lucie5_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	7	398	26;	26	3	0	0	3	1	26	1	0	5	0	2	5	1	0	5	2	0	0	
../tcof/chi-long-metaok/lucie6_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	1	175	26;	26	0	1	0	0	0	9	0	0	2	0	0	2	1	0	1	1	0	0	
../tcof/chi-long-metaok/lucie7_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	0	100	26;	26	0	0	0	3	0	4	0	0	0	0	0	2	1	0	0	0	0	0	
../tcof/chi-long-metaok/lucie8_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	5	162	26;	26	1	0	0	0	0	10	0	0	0	1	0	3	2	0	3	2	0	0	
../tcof/chi-long-metaok/lucille1_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	71	1325	20;	20	1	2	0	14	45	77	6	0	6	2	4	13	29	0	12	1	1	0	
../tcof/chi-long-metaok/lucille2_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	39	1024	20;	20	0	3	0	17	14	72	2	0	10	1	1	7	13	0	1	2	1	0	
../tcof/chi-long-metaok/lucille3_cha.tei_corpo2_tto.cha 	 LONG 	 ADU 	23	695	20;	20	0	2	0	2	16	65	3	0	1	1	3	3	10	0	3	0	1	0	
../tcof/chi-long-metaok/maelle1_rou.tei_corpo2_tto.cha 	 LONG 	 ADU 	27	400	20;	20	0	0	0	5	23	15	0	0	2	0	2	1	13	0	1	1	1	0	
../tcof/chi-long-metaok/maelle2_rou.tei_corpo2_tto.cha 	 LONG 	 ADU 	43	762	20;	20	1	3	0	3	11	51	7	0	7	1	2	9	7	0	6	1	0	0	
../tcof/chi-long-metaok/maelle3_rou.tei_corpo2_tto.cha 	 LONG 	 ADU 	11	474	20;	20	0	1	0	6	2	41	3	0	4	1	0	5	3	0	3	1	0	0	
../tcof/chi-long-metaok/marie1_gue.tei_corpo2_tto.cha 	 LONG 	 ADU 	41	346	20;	20	1	0	0	3	6	15	2	0	0	1	2	2	3	0	2	0	0	0	
../tcof/chi-long-metaok/marie2_gue.tei_corpo2_tto.cha 	 LONG 	 ADU 	30	719	20;	20	1	3	0	0	18	33	7	0	6	0	4	10	10	0	10	0	0	0	
../tcof/chi-long-metaok/marie3_gue.tei_corpo2_tto.cha 	 LONG 	 ADU 	33	732	20;	20	3	2	0	4	14	41	8	0	4	1	8	10	13	0	7	0	0	0	
../tcof/chi-long-metaok/sarah10_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	1	181	26;	26	0	0	0	1	0	16	0	0	0	1	0	1	1	0	1	1	0	0	
../tcof/chi-long-metaok/sarah11_can.tei_corpo2_tto.cha 	 LONG 	 ADU 	12	270	26;	26	0	0	0	5	5	10	0	0	3	0	2	2	3	0	4	1	0	0	
